shortterm memory in consecutive interpreting,145
the effectiveness of symbols and abbreviations in notetaking of consecutive interpreting,146
different uses of additions between professional and novice interpreters in,147
the effect of productive vocabulary ability on the word accuracy in ce consecutive interpreting,148
the effect of topic familiarity on quality and strategy use of long sentence interpretation in ec ci,149
a correlation study of l2 proficiency and fluency of consecutive interpreting from the perspective of bilingual mental lexicon,150
a correlation study on the quantity of using prefabricated chunks and the quality of ce consecutive interpreting,151
the correlation between extroversion introversion and interpretation accuracy in consecutive interpretation,152
a study on correlation between interpreters knowledge schemata and automatization in consecutive interpreting,153
the effect of information selecting in notetaking on the englishchinese ci performance,154
a study on noises in englishchinese consecutive interpreting and noiseabating training from the perspective of communication theory,155
the effect of paraphrasing exercise in simultaneous interpreting training,156
on the applicability of the ethnography of communication to shortterm preinterpreting preparation and interpreter training,157
case study of the application of hedges in englishchinese simultaneous interpreting,158
the influence of interpreters analyzing ability of discourse markers on consecutive interpretation process,159
shortterm preparations for court interpreting of criminal cases from the perspective of relevance theory,160
a study of the factors influencing the quality of simultaneous interpretation,161
the application and function of chunkbased strategy in chineseenglish interpretation training,162
the application of aw ellis and aw youngs auditory cognitive model into the interpreting course of college of foreign language,163
a study on the correlation between lexical chunks and accuracy of ce sight translation,164
an empirical study on problems in notetaking in consecutive interpretation,165
information loss in consecutive interpretation and countermeasures,166
application of the dynamic and interactive schemaoriented strategy in interpretation theory and practice,167
a study on the effect of schema on english chinese consecutive interpretation,168
an empirical study of topdown vs bottomup comprehension processes in englishchinese consecutive interpreting,169
study on the relationship between working memory and consecutive interpretation,170
a study on the relationship between attention and consecutive interpreting,171
a study on the efficacy of consecutive interpreting training,172
comparison of performance and strategy between untrained bilinguals and trained interpreters from a perspective of business conferences,173
numbers count how training presentation mode and complexity affect the processing of numbers in interpretation,174
numbers as a quality variable in simultaneous interpreting a case study from englishchinese simultaneous interpreting,175
delivery segments in consecutive interpretation quality assessment from the audiences perspective,176
the use of english proficiency test activities in interpreting proficiency examinations,177
learning experiences of circumstantial bilinguals in a blackboardenhanced interpreter training course,178
a cognitive model of consecutive interpreting for teaching undergraduate students,179
an experimental study of interpreting teaching based on sense theory,180
study on the application of working memory theory to the english chinese consecutive interpretation,181
a study on long term working memory in consecutive interpretation,182
enlightenment from schema theory for ce interpretation of culturallyloaded expressions,183
enlightenment of schema theory to the teaching of listening in interpretation training,184
a comparative study of chineseenglish consecutive interpreting from the perspective of interpretive theory,185
treatment of conjunctions in interpretation,186
syntactic linearity in conference interpreting,187
strategic analysis on business interpreting with a perspective of game theory,188
a study on the errorstressball effect in the process of simultaneous interpretation,189
an empirical study on the application of processing capacity in note taking for consecutive interpretation,190
quality assessment criteria of consecutive interpretation,191
on how to help students take concise notes in consecutive interpretation training,192
on the influence of interpretive theory of translation on extracting the sense,193
difficulty analysis of the notetaking process in consecutive interpretation with the englishchinese language combination and an exploration for a notestructure solution in training,194
cohesive devices role in achieving syntactic linarity in simultaneous interpreting,195
empirical research on notetaking language in englishchinese consecutive interpreting,196
a comparison on the degrees of deverbalization in different types of interpretation,197
an analysis of information storage and retrieval process in consecutive interpretation from the perspective of long term working memory,198
an empirical investigation into the difficulties in consecutive interpretation of the chinese officialese,199
simultaneous interpreting and source language surface vesus underlying meaning in recognition memory,200
the effects of notetaking language choice on consecutive interpreting,201
interpreters interdisciplinary awareness and career development,202
on the application of cooperative principle in conference interpreting,203
comparison of accuracy between simultaneous interpreting and consecutive interpreting,204
reflections on interpretation linguistic ideas in the analects of confucius,205
an empirical study on pauses in consecutive interpreting,206
does notetaking help to improve accuracy of numbers in simultaneous interpretation,207
improvement in performance of ec ci with accents in light of effort model,208
on improvement of accuracy in ci in light of an effort model of ci,209
an empirical study of attention allocation during simultaneous interpreting with powerpoint materials,210
crosscultural awareness in interpretation,211
the impact of content schema on the performance of interpreting,212
research on relations among memory notetaking and psychological factors,213
effects of note taking in l1 or l2 on l1 oral interpretation,214
strategies of idiom interpretation in simultaneous interpretation,215
the effect of inference on the performance of interpretation,216
an exploratory comparison of quality between simultaneous and consecutive interpretations,217
the conversion of english prepositions into chinese verbs in simultaneous interpretation,218
the effect of text marks on the delivery of sight translation,219
strategies of handling sl with cohesion and coherence problems a comparative study on difference performance between trainees and professionals in ce simultaneous interpretation,220
exploring disfluency in consecutive interpreting reformulation,221
note taking in consecutive interpreting,222
source language interference in chineseenglish si,223
interpreting for presentations with powerpoint slides a visual aid or distraction,224
an exploratory study on the impacts of task preparation on anticipation in si,225
preparation and working memory in simultaneous interpreting,226
the contrast in the performance of textathand and textoffhand englishchinese simultaneous interpreting,227
an empirical study into shadowing as an exercise in si training,228
principle of economy in sight interpreting,229
the correlation between articulation rate and information in the output of englishchinese simultaneous interpreting,230
a preliminary study on the quality of telephone interpreting,231
coherence in simultaneous interpreting,232
explicitation in interpreting,233
interpreting on chinese tv quality issues in spoken and signed modes,234
interpreting into b language a preliminary study on quality,235
a research on the distributions and duration of pauses in the target language output of si,236
cohesion in simultaneous interpreting from the audiences perception,237
listening comprehension in consecutive interpretation barriers and solutions,238
an analysis of the current situation of mice interpreting in china and its enlightenment to micerelated teaching of interpreting,239
the feasibility study of automatic evaluation in interpreting accreditation tests,240
the exploration and analysis of the interpreting strategies from the perspective of metadiscourse theory,241
an empirical study on the strategy of waiting in ec simultaneous interpreting,242
a comparative study on quality between consecutive and simultaneous interpretations,243
an exploratory study of lexical features of the third language in chinese efl learners interpretation,244
contrastive case studies of professional interpreters and trainee interpreters in ce consecutive interpreting and their implications for interpreter training,245
when delivery is undeliverable in englishchinese simultaneous interpreting,246
visual information in si cue or interference a comparative study of si with text with ppt and without text,247
nonnote taking problem triggers of listening and analysis in consecutive interpreting,248
impacts of unfamiliar words on englishchinese simultaneous interpreting and handling strategies,249
a study of the negative impact of shortterm training of simultaneous interpretation on the performance of consecutive interpretation,250
englishchinese simultaneous interpretation with original text coping tactics for limited preparation time,251
a comparative study on ec consecutive interpretation and digital devise assisted consecutive interpretation,252
an empirical study into the quality of chinese officialese simultaneous interpretation and handling tactics,253
an empirical study on differences in grammatical correctness between professional simultaneous interpreters,254
pragmatics of discourse markers in interpreting quality assessment,255
on omission phenomenon in englishchinese simultaneous interpreting without script an empirical study using thinkaloud protocols,256
a study of cognitive model in simultaneous interpretation process,257
the relationship among working memory notetaking and interpretation performance in chinese efl learners interpretation training,258
cognitive overload phenomenon in consecutive interpreting and cultivation of interpreters relevant quality,259
an empirical study on consecutive interpreting strategies,260
perceived intelligibility and processing of foreignaccented english speech professional vs trainee interpreters in taiwan,261
interpretation strategies based on categorized equivalence,262
an empirical study on the effect of notetaking in the accuracy and fluency of consecutive interpretation,263
empirical study of lexical similarity dissimilarity between the source language and the target language in simultaneous interpreting,264
difficulties perceived by interpreter trainees in consecutive interpreting,265
strategies of minimizing pauses in ci,266
a study on handling culturally loaded words in chineseenglish consecutive interpretation,267
listening comprehension in englishchinese consecutive interpreting an empirical study,268
a study of the relationship between second language learning strategies theory and interpreting learning at elementary level,269
the influences of psychophysiological components on consecutive interpreting strategies an empirical study,270
an empirical study of students interpretation of figures in chineseenglish consecutive interpreting,271
the study on the model of equivalent thinking response in interpreting instruction,272
the application of cooperative learning to interpreting teaching,273
comparison of notetaking efficiency in l1 l2 during englishchinese consecutive interpreting,274
the role of visual nonverbal behavior in consecutive interpretation,275
concision in ec simultaneous interpreting in light of the effort model,276
on thematic preparation for interpretation in light of daniel giles sequential model of translation,277
numbers in si and ci,278
a comparative study on englishchinese simultaneous interpretation with transcript and with ppt,279
impacts of background knowledge on interpretation quality a research from audiences perspective,280
a study on the correlation between trait anxiety and academic achievement of interpreting students,281
an empirical study of the interpreting quality the case of simultaneouswithtext vs simultaneouswithouttext,282
a study on the influence of different partners on students simultaneous interpretation quality,283
assessing input difficulty in interpretation an experiment of english to chinese consecutive interpretation,284
schema theory guided designing of reading part in interpreting coursebook,285
an empirical study on the influence of unfamiliar phonemic deviation on the englishtochinese consecutive interpreting performance,286
an effort model perspective the effect of preparation before interpretation on the quality of interpreting,287
vietnamese english phonetic variety features and its influences on interpreting comprehension a case study of english majors in guangxi university,288
an empirical study on the application of focusingonmeaning strategy in interpretation training and development,289
a study on notetaking in ce consecutive interpreting based on daniel giles effort model,290
an empirical study on notetaking strategies and effects in ec consecutive interpreting,291
conference interpreting quality assessment a comparative study of monologic mode and dialogic mode,292
a study of the training strategies for mti students through failure analysis in their interpreting tests,293
an exploration of situational teaching in business interpreting courses at vocational schools,294
the impact of nonnative accented english on rendition accuracy in simultaneous interpreting,295
a comparative study of difficulties and coping strategies employed by student interpreters in chinesetoenglish consecutive interpreting programs in taiwan and mainland china,296
the application of notetaking strategies from consecutive interpreting to high schoollevel english listening instruction in taiwan,297
the effect of speakers gestures on the earvoice span of englishchinese simultaneous interpreting,298
the efficiency of syntactic linearity principle in college interpretation teaching of china,299
the effect of topic familiarity and pva on the quality of consecutive interpreting,300
information filtering and selecting by notetaking in consecutive interpretation,301
nominal redundancy in chineseenglish consecutive interpreting,302
influence of the analytical ability of discourse markers on consecutive interpretation,303
an initial exploration of the relationship between notetaking and the fluency in consecutive interpretation a case study,304
an empirical study on the correlation between notes and output features of consecutive interpreting,305
notes in ci interaction with memory,306
a comparative study of numbers in si with partner and si without partner,307
an empirical study of colloquialisms in chinese to english consecutive interpreting,308
the guidance of the xiada model in english major interpretation teaching of guizhou university,309
a study of error analysis and corresponding strategies in englishchinese simultaneous interpreting,310
an empirical study on notetaking efficiency in consecutive interpreting,311
comparative error analysis in sight translation and simultaneous interpreting,312
strategies for interpreting accented speeches,313
an initial investigation of perceptions of fidelity in simultaneous interpretation,314
a study of simplification strategies in interpreting and subtitling,315
a study on teaching of interpreting in intercultural communication,316
a qualitative study of intercultural communications impact on interpreting,317
a study of the process and the service encounter in interpreting events,318
translating strategy into action for freelance interpreters in taiwan a balanced scorecard approach,319
the origins of professional simultaneous conference interpreting in taiwan,320
performance anxiety and coping strategies in realworld chineseenglish interpreting a case study of student practitioners from in taiwan,321
public speaking strategies in interpreting,322
influences of cognitive context on interpretation in light of introspective method,323
a preliminary study on court interpreting in beijing the relation between demand for court interpreting and phases of opening up of china,324
on the role of the signed language interpreter,325
on cognition and notetaking in consecutive interpreting,326
a study of interpreting students anxiety and flow experiences and implications for interpreting teaching,327
improvement of interpreting teaching from the perspective of interpreting features and interpreter,328
a study on memory and memory training in interpreting,329
memory mechanism and memory training in interpreting,330
studies on quality evaluation in speech interpreting and dialogue interpreting,331
a study on memory and preparation of interpreting,332
a preliminary research on community interpretation assessment and community interpreters qualities,333
research on interpretation education from perspective of economics of language,334
a study on the comparison between ec and ce simultaneous interpreting,335
evaluation of professional interpreting competence in interpreting accreditation testing for interpreters,336
washback of accreditation tests for interpreters on interpreting learning,337
interpreting as an emerging profession in tawian a sociological model,338
message processing in simultaneous interpretation from japanese into chinese,339
how much has been interpreted a study of delivery ratio in simutaneous and prepared news broadcasting interpretation,340
communicative equivalence and its application in the communicative course between the speaker and the interpreter in conference consecutive interpretation for political figures,341
analysis of the conference interpreting audience,342
research on legal interpreting,343
a study on press conference interpretation from the interpretive theory and turntaking,344
a corpusbased study of explicitation of logic in chineseenglish interpreting,345
an analysis report of intern practice in 17th international biophysics congress,346
a case study of the ways to handle reference in english to chinese simultaneous interpretation,347
how are ec interpreting tactics used in practice,348
waiting a necessary tactic in chineseenglish simultaneous interpretation,349
on chen consecutive interpretation of poems on diplomatic occasions under the sensebased theory,350
a relevancebased approach to discourse markers in simultaneous interpretation,351
loss of information and its minimizing strategies in simultaneous interpretation,352
hedges in englishchinese interpretation and its translation strategy,353
topiccomment structure in ec simultaneous interpretation,354
an analysis of repair mechanism in english to chinese simultaneous interpretation from willem levelts perspective on selfrepair,355
cohesive devices in chineseenglish consecutive interpretation a case study of chinese premieres press conference interpretation,356
on additions in ce consecutive interpretation from the perspective of cooperative principle,357
diplomatic consecutive interpreting a case study of interpreitng for zhaos interview,358
study of anticipation in english and chinese interpretation in view of context theory,359
the representation of cohesive devices in ce consecutive interpretation,360
on anticipation as a tactic in simultaneous interpretation,361
press conference interpretation with functionalist approach,362
effective reduction of listening comprehension barriers in interpretation from the angle of schema theory,363
manipulating and interpreting of vague language in consecutive interpreting,364
interpreting of chinese culture specific items in diplomatic activities from functionalist translation perspective,365
consecutive interpreting skills guided by skopos theory a case study of premier wen jiabaos press conference interpreting,366
on discourse coherence in consecutive interpreting in light of the interpretive theory,367
interpreting strategies of fuzzy language in ce interpreting of premier wens press conferences,368
message conveying in interpretation from the perspective of cultural presupposition a case study of the press conference with president obama and president hu,369
a relevance theory perspective on interpreting and context,370
a tentative study on chinglish in chinese premiers press conference interpretation,371
a study of sermon interpretation from the interpretive perspective,372
everything talks a tentative study of the nonverbal facets of consecutive interpreting from the perspective,373
a study on the consecutive interpreting principlethe interpretation of sense,374
on how noises and a lack of background knowledge affect the delivery of whispering simultaneous interpreting,375
further exploration on active roles of interpreters in interpretation,376
information loss and coping strategies in twoway consecutive interpreting,377
a case study of the effectiveness of interpretation learning strategies,378
on the sematic function of the chinese shi in consecutive interpretation from chinese to japanese,379
differences in word usage between mainland china and taiwan for translators and interpreters,380
interpreting training from the students perspective,381
a study on omission in simultaneous interpreting,382
on anticipation in simultaneous interpreting,383
the effect of sight translation exercise on simultaneous interpreting training,384
nexus and parsing in englishchinese simultaneous interpreting,385
legal speech acts in courtroom and strategies for court interpreting,386
the role and designing principles of theoretical components in interpreting textbooks,387
study of strategies for press conference interpreting from the perspective of interpretive theory,388
court interpreting in china the perspective of standardization,389
an empirical study on repetition as a strategy in ec simultaneous interpreting,390
on additions in ce consecutive interpreting from the perspective of cooperative principle,391
empirical research on the impact of nonverbal behavior on consecutive interpreting performance,392
the role of the interpreter from the perspective of interpersonal relationships,393
a corpusbased study on the role of court interpreters in china,394
an investigation into research methods employed in interpreting studies in china for the past decade,395
treatment of culturallyloaded expressions in ce interpreting,396
a study on sense loss phenomenon in english to chinese consecutive interpreting engaging linguistic adaptability,397
case analysis on consecutive interpretation,398
a preliminary analysis on the correlation between brain preferences and cognitive behavior of interpreting,399
on addition strategy of diplomatic interpretation from the perspective of cooperative principle,400
a study of ce interpretation at press conference in relevance theory perspective,401
an analysis of the application of interdisciplinary theories in three interpretation course book,402
the analysis of the ce press conference interpreting from the perspective of the interpretive theory,403
on the principle of syntactic linearity in simultaneous interpreting,404
a minicorpusbased study of explicitation and implicitation in conference consecutive interpreting,405
press conference interpreting a functionalist investigation,406
on interpretation of premiers press conference during npc and cppcc sessions from the perspective of the interpretive theory,407
a pragmatic analysis of interpretation adjuncts,408
application of conceptual integration theory to classical chinese poems and allusions interpretation,409
error analysis in consecutive interpreting,410
ambiguity in diplomatic interpreting,411
disambiguating language for interpreting learners on relevance theory,412
the paccelbased study of explicitation in translation,413
construction of idealized cognitive models in simultaneous interpreting,414
on the application of the interpretive theory to conference interpretation,415
a study on the subjectivity of interpreters in court interpreting from the perspective of communication,416
domestication and foreignization in chineseenglish consecutive interpreting,417
on reproduction of logic relations of runon sentences in ce consecutive interpreting,418
strategies for chinese idioms interpretation in conferences under interpretative theory,419
on interpretation quality assessment from the perspective of yang chengshus quantitative and qualitative theory,420
strategies and constraints of chinese poetry interpreting at government press conferences from the perspective of theorie du sens,421
a study of the violation of the cooperative principle in government press conference interpretation,422
an analysis of intern practice in the 14th anniversary of ericsson china academy the opening ceremony of ericsson rcna academy,423
analysis of chinesetoenglish simultaneous interpreting skills based on the speech by yao ming at his retirement press conference,424
a spatial context perspective to interpretation,425
an empirical study on tolerable grammatical errors in manuscriptfree ce simultaneous interpretation,426
a study of strategies for press conferences interpreting a case study of premier wen press conference interpreting from 2008 to 2011,427
an analysis of the interpreting strategies for chinese ancient verses at conference interpretation,428
an analysis of intern practice in seminar on differentiated responsibilities of developed and developing countries on energy conservation and emission reduction,429
the application of the cooperative principle to interpreting conference address,430
on functionalist approaches to chineseenglish diplomatic interpretation,431
the statistical inference of sentential patterns and implications for interpreters,432
interpreting training as viewed by interpreting majors comparison and analysis of curriculum designs and regulations,433
teaching interpreting in taiwan to english majors,434
a study on student interpreters selfdirected learning,435
the interpretation contents strategies and behaviors of a nonprofessional interpreter in new age healing context,436
a preliminary study of interpreting courses in continuing education programs in taiwan,437
the ethics and quality of community interpreting in nonprofit organizations in taiwan a case study of the eden social welfare foundation and the pearl s buck foundation,438
peer evaluation in interpreting training,439
a preliminary study on the perspectives of student interpreters instructors and students on simultaneous interpretation in a facilitated englishmedium course,440
language choice and notetaking in consecutive interpreting for mixedlanguage interpreter training,441
the characteristics of consecutive interpretation in diplomatic conference and tactics of the interpretive theory,442
cognitive study of negative transfer of accent in englishchinese interpretation,443
on segmenting and combining in ec simultaneous interpretation,444
tenor of discourse and roles of the interpreter,445
dealing with cultural factors in chinese english consecutive interpretation,446
research on press conference interpreting strategies,447
an analysis of interlanguage errors in chineseenglish consecutive interpreting,448
comprehension and memorization barriers and strategies in interpretation,449
dealing with relative clauses in englishchinese simultaneous interpreting,450
diplomatic language style and conference interpreting research,451
press conference interpreting in the perspective of interpretive theory,452
an analysis of exhibition interpretation in hong kong and shenzhen international jewelry show,453
consecutive interpreting report for chinas foreign aid program in the ministry of commerce,454
boc fullerton internship report,455
interpretation process from the perspective of relevanceadaptation model,456
interpreting as communicating an analysis of work mechanism of interpreting with the help of advanced interpreting exams,457
analysis of the cognitive overloading phenomenon in consecutive interpreting and coping strategies a case study of npc chinese premiers press conference interpreting practices,458
the research on processing models of simultaneous interpretation,459
a textbased approach to consecutive interpreting between chinese and english,460
an empirical study on register in interpretation by subject matter,461
the conference consecutive interpreters addition strategy in the light of cooperative principle,462
interpreting studies from a textlinguistic perspective textual awareness in conference interpreter training,463
longterm memory in consecutive interpretation a cognitive approach,464
on limits of translatability in simultaneous interpretation,465
the role of context in interpretation process from pragmatic dimension,466
linguistic adaptation approach to context in interpretation,467
the application of the cognitive load theory in consecutive interpretation and college interpretation teaching,468
studies on the role of intercultural communication in interpretation,469
an analysis of the role of a conversation interpreter from the perspective of turntaking,470
on grammatical metaphor in interpretation for public speeches,471
on the application of relevance theory in interpreting,472
dealing with fuzzy information in interpreting with the relevancetheoretic approach,473
an empirical study on notetaking in consecutive interpreting,474
on the development of interpreting course books,475
discourse cohesion in chineseenglish consecutive interpreting,476
factors that affect interpreting output an exploratory analysis,477
on teaching interpretation perspective from comparison between translation and interpretation,478
linguistic adaptation and contextual adaptation in interpretation,479
on the nature strategies of undergraduates interpreting teaching in china,480
the interpretation of cultural images in escort interpreting from the perspective of intercultural communication,481
diplomatic hedge interpreting a semantic and communicative approach,482
on the role of syntactic linearity in simultaneous interpreting a cognitive psychological and linguistic perspective,483
the study on syntactic linearity in simultaneous interpreting,484
a study of thematic progression patterns in chineseenglish consecutive interpretation,485
explicitation in consecutive interpreting,486
anticipation as a strategy in simultaneous interpreting1,487
a close study of cohesive devices used in ce interpretation,488
a study of interpreters role in qing dynasty from skopos perspectives,489
domestication and foreignization from the interpreters perspective,490
review and reflection of interpretive theory of translation for conference interpretation,491
the application of politeness theory in interpreting,492
evaluation of faithfulness in press conference interpretation for political figures from the perspective of communication,493
an analysis of intern practice in fifth indochina diamond buyerseller meet,494
faithfulness analysis on business negotiation interpreting,495
analysis of the effectiveness of notetaking in englishchinese consecutive interpretation,496
